brand,model_slug,text,rating,cleaned_review,sentiment_score,sentiment_label
HERO ELECTRIC,optima,Never ever think of buying a hero electric scooter. Poor service. More over can't use the vehicle in good condition for atleast 3 months. My scooter stops while running itself......,1.8,never ever think buying hero electric scooter poor service cant use vehicle good condition atleast 3 months scooter stops running,-0.3624,Negative
HERO ELECTRIC,optima,"This price range best in segment,best in other scooters better than Honda Activa best in segment performance all colour very good",4.5,price range best segmentbest scooters better honda activa best segment performance colour good,0.9349,Positive
HERO ELECTRIC,optima,"Battery not giving milege more than 40 kms on one charge, built quality also not good. Not expected this from Hero",1.7,battery giving milege 40 kms one charge built quality also good expected hero,0.836,Positive
HERO ELECTRIC,optima,One of the life wrost decision of purchased this electric 2 wheeler of optima CX 5.0..Please don't think to buy..any specifications regarding their faults please,1.0,one life wrost decision purchased electric 2 wheeler optima cx 50please dont think buyany specifications regarding faults please,-0.2023,Negative
HERO ELECTRIC,optima,It was good and good morning sir least I was like that it will take care of your life with Okay with that it will take care of your life is n,3.5,good good morning sir least like take care life okay take care life n,0.8999,Positive
HERO ELECTRIC,optima,I am using this scooter for almost 3 years now and my experience has been good. One battery was gone but company replaced it. No problems till now.i am getting 42 - 45 km per.....,3.7,using scooter almost 3 years experience good one battery gone company replaced problems till nowi getting 42 45 km per,0.0516,Positive
HERO ELECTRIC,optima,Best electric scooter i have in present time this scooter hai good design just like oil scooters also good range high speed good quality.,5.0,best electric scooter present time scooter hai good design like oil scooters also good range high speed good quality,0.9371,Positive
HERO ELECTRIC,optima,Hero optima has a nice mileage if you want to drive it in city around 65 km in single charge. The body is of plastic but a solid one and has very good storage if you take single.....,4.0,hero optima nice mileage want drive city around 65 km single charge body plastic solid one good storage take single,0.8807,Positive
HERO ELECTRIC,optima,Nothing to say. Everything looks good. I want to buy that one for local driving. I think this is best for save money.,5.0,nothing say everything looks good want buy one local driving think best save money,0.891,Positive
HERO ELECTRIC,optima,"à¤—à¤¾à¤¡à¥€ à¤—à¤¾à¤¡à¥€ à¤–à¥‚à¤ª à¤¸à¥à¤‚à¤¦à¤° à¤†à¤£à¤¿ à¤à¤•à¤¦à¤® à¤­à¤¾à¤°à¥€ à¤†à¤¹à¥‡ ,,ðŸ˜ŠðŸ˜ŠðŸ¥°ðŸ¥°ðŸ¥°à¤à¤•à¤¦à¤® à¤­à¤¾à¤°à¥€ à¤†à¤£à¤¿.....",4.2,à —à ¾à ¡à¥€ à —à ¾à ¡à¥€ à –à¥‚à à à¥à ‚à ¦à ° à †à £à ¿ à à •à ¦à à ­à ¾à °à¥€ à †à ¹à¥‡ ˜š ˜š ¥° ¥° ¥°à à •à ¦à à ­à ¾à °à¥€ à †à £à ¿,0.0,Neutral
HERO ELECTRIC,optima,I am using this scooter 2.5 years no any problem but only tyre problem and light problem or good experience.,4.0,using scooter 25 years problem tyre problem light problem good experience,-0.6369,Negative
HERO ELECTRIC,optima,"It's safe, comfortable n elegant to drive, noise less and effortless driving experience for ladies and children",5.0,safe comfortable n elegant drive noise less effortless driving experience ladies children,0.8519,Positive
HERO ELECTRIC,optima,"One of the bad scooty and hero electric is giving one of the bad after sales services,they are pathetic with there services and parts are also very bad",1.3,one bad scooty hero electric giving one bad sales servicesthey pathetic services parts also bad,-0.8481,Negative
HERO ELECTRIC,optima,The worst riding experience with terrible performance and the cost of maintenance is very much. So not worth it,2.2,worst riding experience terrible performance cost maintenance much worth,-0.743,Negative
HERO ELECTRIC,optima,Very sad on servicing the vehicle and getting parts. Excess charged. Body is very light. Several complaint lodged. Even the not give proper on worrenty period. No response from.....,1.0,sad servicing vehicle getting parts excess charged body light several complaint lodged even give proper worrenty period response,-0.7269,Negative
HERO ELECTRIC,optima,"Impressive service and a commendable staff at Hero Optima. It stands out as the best two-wheeler. I've been using it for the past year. Thank you, Hero, for a great experience.",4.8,impressive service commendable staff hero optima stands best twowheeler ive using past year thank hero great experience,0.9694,Positive
HERO ELECTRIC,optima,"I bought the Hero Electric Optima for my business a year ago, spending Rs. 78,000. Unfortunately, the battery failed after four months, still under warranty. The company's delayed.....",1.8,bought hero electric optima business year ago spending rs 78000 unfortunately battery failed four months still warranty companys delayed,-0.4588,Negative
HERO ELECTRIC,optima,I've had an amazing experience using a battery with the best backup and minimal maintenance costs. It has truly been a great investment for me.,5.0,ive amazing experience using battery best backup minimal maintenance costs truly great investment,0.9432,Positive
HERO ELECTRIC,optima,"Delivering an overall comfortable driving experience, this vehicle stands out for its cost-effective mileage and attractive color options. While a single battery may have its.....",4.0,delivering overall comfortable driving experience vehicle stands costeffective mileage attractive color options single battery may,0.7351,Positive
HERO ELECTRIC,optima,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",,riding scrambler 400x overall rewarding experience bike strong person retro modern design definitely turns heads build quality field premium something expect triumph finish tank body top notch performance wise 398cc single cylinder engine packs decent punch smooth refined enough grunt city light offroad suspension tires made light offroad ride yeah indian roads actually light offroad best complaint noticed cons 1 noticeable engine shim noise issue nothing bike still irritates riding also spoken brand said normal something expect brand like triumph 2 indicators tail tidy feels low quality indicators got water intake raining washing within days purchase also indicators faded within months even small hit pillion foot enough indicators break excluding cons one best budget premium scrambler ever segment,0.9842,Positive
HERO ELECTRIC,optima,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,,superb bike price use daily rutiene bike also long rout milage good trust prefer whose people want daily routine work like field job porter daily works trust bike want milage,0.9493,Positive
HERO ELECTRIC,optima,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good ðŸ‘ ðŸ‘Œ. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike ðŸ . I will appreciate for your hard work ðŸ™ â¤ï¸ ðŸ’ª.,,good bike appearance speed shoot offf reading one best bike ever seen texture dezing lining etc good thanks honour launch bike india thanks team member made goges bike appreciate hard work,0.9607,Positive
HERO ELECTRIC,optima,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also ðŸ‘Œ good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raiderðŸ‘,,tvs raider best bike price range excellent companies bikes range range milage bike better engine also good looks bike glamorous give personality bikes many people neighbors already bikes recommend people bikea good bike tvs raider,0.9698,Positive
HERO ELECTRIC,optima,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650â€™s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",,bought bike 6 months ago done almost 9000km bike running smooth little little bit modification exhaust sounds better re650 € good performance comfortable mileage good enough 650cc motorcycle anyone looking 650 would recommend take test ride goldstar regret,0.8678,Positive
HERO ELECTRIC,optima,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",,riding scrambler 400x overall rewarding experience bike strong person retro modern design definitely turns heads build quality field premium something expect triumph finish tank body top notch performance wise 398cc single cylinder engine packs decent punch smooth refined enough grunt city light offroad suspension tires made light offroad ride yeah indian roads actually light offroad best complaint noticed cons 1 noticeable engine shim noise issue nothing bike still irritates riding also spoken brand said normal something expect brand like triumph 2 indicators tail tidy feels low quality indicators got water intake raining washing within days purchase also indicators faded within months even small hit pillion foot enough indicators break excluding cons one best budget premium scrambler ever segment,0.9842,Positive
HERO ELECTRIC,optima,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,,superb bike price use daily rutiene bike also long rout milage good trust prefer whose people want daily routine work like field job porter daily works trust bike want milage,0.9493,Positive
HERO ELECTRIC,optima,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good ðŸ‘ ðŸ‘Œ. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike ðŸ . I will appreciate for your hard work ðŸ™ â¤ï¸ ðŸ’ª.,,good bike appearance speed shoot offf reading one best bike ever seen texture dezing lining etc good thanks honour launch bike india thanks team member made goges bike appreciate hard work,0.9607,Positive
HERO ELECTRIC,optima,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also ðŸ‘Œ good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raiderðŸ‘,,tvs raider best bike price range excellent companies bikes range range milage bike better engine also good looks bike glamorous give personality bikes many people neighbors already bikes recommend people bikea good bike tvs raider,0.9698,Positive
HERO ELECTRIC,optima,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650â€™s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",,bought bike 6 months ago done almost 9000km bike running smooth little little bit modification exhaust sounds better re650 € good performance comfortable mileage good enough 650cc motorcycle anyone looking 650 would recommend take test ride goldstar regret,0.8678,Positive
HERO ELECTRIC,flash,Good for daily commute in city within the range of 50 km . Also good charging time for scooter. I have std varient with limited numbers of features but on top model tou get most.....,4.2,good daily commute city within range 50 km also good charging time scooter std varient limited numbers features top model tou get,0.6908,Positive
HERO ELECTRIC,flash,It is comfortable for the lower class for purchasing a bike.it is very easy to purchase any lower class family,3.7,comfortable lower class purchasing bikeit easy purchase lower class family,0.4215,Positive
HERO ELECTRIC,flash,Hero electric 2 wheeler is Good one to buy. Nice one to go for economy vehicle Options. Worth to opt for it,5.0,hero electric 2 wheeler good one buy nice one go economy vehicle options worth opt,0.8807,Positive
HERO ELECTRIC,flash,"Gud bikes and prices with bike, good service, and yours customer care system is best every problem solve here bike dekho",5.0,gud bikes prices bike good service customer care system best every problem solve bike dekho,0.8555,Positive
HERO ELECTRIC,flash,"Very good. Peisa ki bachat, per month petrol ki peisa mai scooty aa gaya . Isse acchcha Or keya ho sakta hai",4.8,good peisa ki bachat per month petrol ki peisa mai scooty aa gaya isse acchcha keya ho sakta hai,0.4404,Positive
HERO ELECTRIC,flash,"The Hero Electric Flash stands out for its impressive features, combining outstanding safety measures with an extended range. It not only ensures a secure ride but also offers.....",5.0,hero electric flash stands impressive features combining outstanding safety measures extended range ensures secure ride also offers,0.9442,Positive
HERO ELECTRIC,flash,"The Hero Electric Flash is a featherlight, important Town fireball that gives druggies access to an electric scooter that's both nimble and useful. Its featherlight construction.....",4.0,hero electric flash featherlight important town fireball gives druggies access electric scooter thats nimble useful featherlight construction,0.8074,Positive
HERO ELECTRIC,flash,"As a usÐµr of thÐµ HÐµro ElÐµctric Flash, I've found it to be a rÐµliablÐµ and nimblÐµ city ridÐµ. Its compact dÐµsign makÐµs manÐµuvÐµring through urban strÐµÐµts ÐµffortlÐµss,.....",4.0,usеr thе hеro elеctric flash ive found rеliablе nimblе city ridе compact dеsign makеs manеuvеring urban strееts еffortlеss,0.0,Neutral
HERO ELECTRIC,flash,"The Hero Electric Flash is an accessible and environmentally responsible mode of transportation for megacity residers, epitomizing fragile scale effectiveness and hassle-free.....",3.0,hero electric flash accessible environmentally responsible mode transportation megacity residers epitomizing fragile scale effectiveness hasslefree,0.7096,Positive
HERO ELECTRIC,flash,"The Hero electric motor Flash combines effectiveness and quickness. This electric motor scooter provides a quick and effective lift for civic speedsters. For regular commuting,.....",4.0,hero electric motor flash combines effectiveness quickness electric motor scooter provides quick effective lift civic speedsters regular commuting,0.7717,Positive
HERO ELECTRIC,flash,"The bike is very comfortable and affordable, making it easy to ride. I'm happy with it, and its performance is excellent. I love it!",4.0,bike comfortable affordable making easy ride im happy performance excellent love,0.9571,Positive
HERO ELECTRIC,flash,The Hero electric motor Flash combines velocity with effectiveness. Civic speedsters may enjoy a quick and operative assist on this electric motor scooter. Its dÃ©gagÃ© and.....,4.0,hero electric motor flash combines velocity effectiveness civic speedsters may enjoy quick operative assist electric motor scooter dégagé,0.7783,Positive
HERO ELECTRIC,flash,Value for money as compared with the segment rivals Hero Electric Flash is an electric scooter with decent build quality. It has a good design and gives good comfort. It provides.....,4.0,value money compared segment rivals hero electric flash electric scooter decent build quality good design gives good comfort provides,0.9231,Positive
HERO ELECTRIC,flash,"The top speed of the Flash's electric motor is 25 km/h. The broad headlamp on the front apron dominates the front from a design perspective, and the indicators are integrated into.....",4.0,top speed flashs electric motor 25 kmh broad headlamp front apron dominates front design perspective indicators integrated,0.25,Positive
HERO ELECTRIC,flash,"A very decent and normal-looking electric scooter which I liked. The ground clearance is good, kerb weight is 87kg which feels light. But, again there is a huge expectation from.....",4.0,decent normallooking electric scooter liked ground clearance good kerb weight 87kg feels light huge expectation,0.7906,Positive
HERO ELECTRIC,flash,I used my friend's electric scooter. It was amazing. No requirement only charging required. And it almost runs like a petrol scooter. No noise very comfortable.,4.0,used friends electric scooter amazing requirement charging required almost runs like petrol scooter noise comfortable,0.9085,Positive
HERO ELECTRIC,flash,The Flash is Hero Electric's most cheap model in the market. Anyone may ride it with ease in the limits of the city because to its featherweight 66kg design and excellent.....,5.0,flash hero electrics cheap model market anyone may ride ease limits city featherweight 66kg design excellent,0.8689,Positive
HERO ELECTRIC,flash,"The body's construction, switches, horns, and lighting. Lowered battery case, frequent collisions with potholes, no other place to get spare parts other than service centers......",3.0,bodys construction switches horns lighting lowered battery case frequent collisions potholes place get spare parts service centers,-0.3818,Negative
HERO ELECTRIC,flash,Hero Electric Flash promises to improve the convenience of short-distance travel. Its Li-ion battery allows it to reach a top speed of approximately 25 kmph. The charging duration.....,4.0,hero electric flash promises improve convenience shortdistance travel liion battery allows reach top speed approximately 25 kmph charging duration,0.875,Positive
HERO ELECTRIC,flash,A 250 W motor gives the Hero Electric Eddy's electric bike a range of 85 kilometres and a top speed of 25 kilometres per hour. It takes 4-5 hours to fully charge.,4.0,250 w motor gives hero electric eddys electric bike range 85 kilometres top speed 25 kilometres per hour takes 45 hours fully charge,0.6597,Positive
HERO ELECTRIC,flash,"Hero Electric Flash, a new model from Hero Electric, is available in the low-speed version. It is a compact type that powers its motor using a lithium-ion battery. This model's.....",4.0,hero electric flash new model hero electric available lowspeed version compact type powers motor using lithiumion battery models,0.802,Positive
HERO ELECTRIC,flash,"Hero Electric Flash is powered by a battery, it needs to be lightweight to cover longer distances, or else it cannot travel long distances as the owner fears running out of.....",3.0,hero electric flash powered battery needs lightweight cover longer distances else cannot travel long distances owner fears running,0.2023,Positive
HERO ELECTRIC,flash,Flash LX's portable battery makes charging quick and simple. Simply remove the battery to recharge it while relaxing at your home or workplace. Though the max speed is 25/km per.....,5.0,flash lxs portable battery makes charging quick simple simply remove battery recharge relaxing home workplace though max speed 25km per,0.4939,Positive
HERO ELECTRIC,flash,"It's very light, easy to handle, and looks attractive. Its have well boot space also the headlight is very powerful.",4.0,light easy handle looks attractive well boot space also headlight powerful,0.8658,Positive
HERO ELECTRIC,flash,"It's a very nice, Good product and the best. We can go anywhere silently and the pickup is very strong.",5.0,nice good product best go anywhere silently pickup strong,0.9217,Positive
HERO ELECTRIC,flash,"excellent stability, smooth riding, one good local mechanic is enough, electric bike knowledge must for touching hub wheel rest everything is cool about this bike , peaceful.....",3.0,excellent stability smooth riding one good local mechanic enough electric bike knowledge must touching hub wheel rest everything cool bike peaceful,0.9022,Positive
HERO ELECTRIC,flash,Very nice bike and its mileage are very competitive than another battery bike. Good looking and its battery are also good.,3.0,nice bike mileage competitive another battery bike good looking battery also good,0.8519,Positive
HERO ELECTRIC,flash,"After purchase, the shop got closed and now all the services are pending. Company is also not responding to my emails and phone number is not working. Looks like they cheated.....",1.0,purchase shop got closed services pending company also responding emails phone number working looks like cheated,-0.128,Negative
HERO ELECTRIC,flash,"In HERO ELECTRIC all items are very low grade. e.g. The body material, switches, horns, bulbs. lowered battery case, the vehicle often collides with road bumps, spares cannot be.....",1.0,hero electric items low grade eg body material switches horns bulbs lowered battery case vehicle often collides road bumps spares cannot,-0.0258,Neutral
HERO ELECTRIC,flash,"This is very good in color and mileage, Price is very good scooter. Scooter's mileage is Very good.",5.0,good color mileage price good scooter scooters mileage good,0.8271,Positive
HERO ELECTRIC,flash,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",,riding scrambler 400x overall rewarding experience bike strong person retro modern design definitely turns heads build quality field premium something expect triumph finish tank body top notch performance wise 398cc single cylinder engine packs decent punch smooth refined enough grunt city light offroad suspension tires made light offroad ride yeah indian roads actually light offroad best complaint noticed cons 1 noticeable engine shim noise issue nothing bike still irritates riding also spoken brand said normal something expect brand like triumph 2 indicators tail tidy feels low quality indicators got water intake raining washing within days purchase also indicators faded within months even small hit pillion foot enough indicators break excluding cons one best budget premium scrambler ever segment,0.9842,Positive
HERO ELECTRIC,flash,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,,superb bike price use daily rutiene bike also long rout milage good trust prefer whose people want daily routine work like field job porter daily works trust bike want milage,0.9493,Positive
HERO ELECTRIC,flash,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good ðŸ‘ ðŸ‘Œ. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike ðŸ . I will appreciate for your hard work ðŸ™ â¤ï¸ ðŸ’ª.,,good bike appearance speed shoot offf reading one best bike ever seen texture dezing lining etc good thanks honour launch bike india thanks team member made goges bike appreciate hard work,0.9607,Positive
HERO ELECTRIC,flash,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also ðŸ‘Œ good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raiderðŸ‘,,tvs raider best bike price range excellent companies bikes range range milage bike better engine also good looks bike glamorous give personality bikes many people neighbors already bikes recommend people bikea good bike tvs raider,0.9698,Positive
HERO ELECTRIC,flash,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650â€™s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",,bought bike 6 months ago done almost 9000km bike running smooth little little bit modification exhaust sounds better re650 € good performance comfortable mileage good enough 650cc motorcycle anyone looking 650 would recommend take test ride goldstar regret,0.8678,Positive
HERO ELECTRIC,flash,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",,riding scrambler 400x overall rewarding experience bike strong person retro modern design definitely turns heads build quality field premium something expect triumph finish tank body top notch performance wise 398cc single cylinder engine packs decent punch smooth refined enough grunt city light offroad suspension tires made light offroad ride yeah indian roads actually light offroad best complaint noticed cons 1 noticeable engine shim noise issue nothing bike still irritates riding also spoken brand said normal something expect brand like triumph 2 indicators tail tidy feels low quality indicators got water intake raining washing within days purchase also indicators faded within months even small hit pillion foot enough indicators break excluding cons one best budget premium scrambler ever segment,0.9842,Positive
HERO ELECTRIC,flash,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,,superb bike price use daily rutiene bike also long rout milage good trust prefer whose people want daily routine work like field job porter daily works trust bike want milage,0.9493,Positive
HERO ELECTRIC,flash,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good ðŸ‘ ðŸ‘Œ. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike ðŸ . I will appreciate for your hard work ðŸ™ â¤ï¸ ðŸ’ª.,,good bike appearance speed shoot offf reading one best bike ever seen texture dezing lining etc good thanks honour launch bike india thanks team member made goges bike appreciate hard work,0.9607,Positive
HERO ELECTRIC,flash,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also ðŸ‘Œ good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raiderðŸ‘,,tvs raider best bike price range excellent companies bikes range range milage bike better engine also good looks bike glamorous give personality bikes many people neighbors already bikes recommend people bikea good bike tvs raider,0.9698,Positive
HERO ELECTRIC,flash,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650â€™s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",,bought bike 6 months ago done almost 9000km bike running smooth little little bit modification exhaust sounds better re650 € good performance comfortable mileage good enough 650cc motorcycle anyone looking 650 would recommend take test ride goldstar regret,0.8678,Positive
HERO ELECTRIC,atria,"It is so good electric scooter, it's looking is also good ..it satisfies my wife daily vehicle need. She has become more independent by getting this scooter...our whole family is.....",5.0,good electric scooter looking also good satisfies wife daily vehicle need become independent getting scooterour whole family,0.8225,Positive
HERO ELECTRIC,atria,Good electric scooty in this range I am so happy see this all scopes I say everything but this scooty,4.3,good electric scooty range happy see scopes say everything scooty,0.765,Positive
HERO ELECTRIC,atria,Best scooter on this price and best proformas it looks like a very good and handling is very smoothly work,4.7,best scooter price best proformas looks like good handling smoothly work,0.93,Positive
HERO ELECTRIC,atria,"Riding this scooter has been the best experience ever. It's undoubtedly the finest choice for on-road journeys. Its features are exceptional, and its overall appearance is.....",5.0,riding scooter best experience ever undoubtedly finest choice onroad journeys features exceptional overall appearance,0.6369,Positive
HERO ELECTRIC,atria,"With its sumptuous and point- rich electric scooter, the Hero Electric Atria elevates electric commuting to a new position for riders. Its fine performance style, which is.....",4.0,sumptuous point rich electric scooter hero electric atria elevates electric commuting new position riders fine performance style,0.8402,Positive
HERO ELECTRIC,atria,ThÐµ HÐµro ElÐµctric Atria ÐµmÐµrgÐµs as a stylish and ÐµfficiÐµnt urban commuting companion. Its modÐµrn dÐµsign and Ðµrgonomic build catÐµr to city dwÐµllÐµrs sÐµÐµking both.....,4.0,thе hеro elеctric atria еmеrgеs stylish еfficiеnt urban commuting companion modеrn dеsign еrgonomic build catеr city dwеllеrs sееking,0.0,Neutral
HERO ELECTRIC,atria,"With its smooth and environmentally responsible ride, the Hero Electric Atria is a key feature of swish civic mobility and coincidental comfort for megacity people. Its electric.....",4.0,smooth environmentally responsible ride hero electric atria key feature swish civic mobility coincidental comfort megacity people electric,0.8126,Positive
HERO ELECTRIC,atria,"The Hero Electric Atria has comfortable seating, comes at a reasonable price, and is a happy choice for middle-class families. There's no petrol cost, as it runs solely on.....",5.0,hero electric atria comfortable seating comes reasonable price happy choice middleclass families theres petrol cost runs solely,0.891,Positive
HERO ELECTRIC,atria,Hero Electric Atria electric motor blends affordability and luxury. This electric motor scooter may give residers of metropolises with a reliable and secure assist. Its 2-wheeler.....,4.0,hero electric atria electric motor blends affordability luxury electric motor scooter may give residers metropolises reliable secure assist 2wheeler,0.7184,Positive
HERO ELECTRIC,atria,The Hero electric motor Atria combines frugality and comfort. Civic residents may enjoy a safe and reliable lift on this electric motor scooter. Its layout is ultrapractical and.....,4.0,hero electric motor atria combines frugality comfort civic residents may enjoy safe reliable lift electric motor scooter layout ultrapractical,0.9042,Positive
HERO ELECTRIC,atria,It gives a suitable range for daily city riders but has a low top speed. The range of this Hero Electric Atria is around 85 km/charge and has 4-5 hours of charging time. It.....,4.0,gives suitable range daily city riders low top speed range hero electric atria around 85 kmcharge 45 hours charging time,0.5106,Positive
HERO ELECTRIC,atria,My assessment of the Legend Electric Optima's electric solace and powerful shared movement has emerged. The basic yet usable origination of this model energizes naturally capable.....,3.0,assessment legend electric optimas electric solace powerful shared movement emerged basic yet usable origination model energizes naturally capable,0.872,Positive
HERO ELECTRIC,atria,"Reasonable control of Speed, Very comfortable, mileage is good, and charging time is effectively good.",4.0,reasonable control speed comfortable mileage good charging time effectively good,0.9001,Positive
HERO ELECTRIC,atria,Atria electric scooter by the Hero is a comfortable scooter and maintenance cost is also decent and help a lot in saving compare to petrol vehicle and has a great advantage over.....,4.0,atria electric scooter hero comfortable scooter maintenance cost also decent help lot saving compare petrol vehicle great advantage,0.9403,Positive
HERO ELECTRIC,atria,"I love riding motorcycles, and because I'm older than 18, the HERO ATRIA is the best choice. This Beast is so stylish in its class that it constantly attracts attention from other.....",4.0,love riding motorcycles im older 18 hero atria best choice beast stylish class constantly attracts attention,0.9403,Positive
HERO ELECTRIC,atria,"This motorcycle cost me 77500 rupees. Although the speed is sluggish, it is beneficial for the battery. Additionally, it is excessively attractive. easy to maintain. Overall, the.....",4.0,motorcycle cost 77500 rupees although speed sluggish beneficial battery additionally excessively attractive easy maintain overall,0.7184,Positive
